Xlam,PX,Ylam,PY,file,lambda_x,lambda_y,cycle_number,stress_x_mpa,stress_y_mpa
1.0372,0.0261446369125249,1.0,-0.0024432155167988,csv_331.csv,1.03534039593881,0.9865552222170926,3,0.024286385722963898,-0.0022822556053973
1.0384,0.0276880048493971,1.0,-0.002299050394158,csv_332.csv,1.0367181854742804,0.9860661304689426,3,0.0262454317627809,-0.0021879435680153
1.0396,0.0284751214641775,1.0,-0.0024762450606082,csv_333.csv,1.037317922471457,0.9857764758973752,3,0.02749791176152495,-0.0024660447224484497
1.0408,0.0302429692879304,1.0,-0.0027996590328877,csv_334.csv,1.0385211688906324,0.9852850869116108,3,0.02863989992071055,-0.00278433285832045
1.042,0.0300403452454064,1.0,-0.0024502914983018,csv_335.csv,1.0399307419113348,0.9848566633247692,3,0.0294312205757753,-0.0023348805509982497
1.0432,0.0317550776962795,1.0,-0.0022103178803817,csv_336.csv,1.0413059208659503,0.9843758765412844,3,0.03089519597742265,-0.0022583243563973
1.0444,0.0327790441378232,1.0,-0.0022527259504289,csv_337.csv,1.0419956408309274,0.9839462161404148,3,0.03110336000846775,-0.00217080239825055
1.0456,0.0338852693619528,1.0,-0.0026794407404973,csv_338.csv,1.043218250686803,0.983623480258756,3,0.0330799420031237,-0.0024867080352674502
1.0468,0.0333815556067437,1.0,-0.0028866969866561,csv_339.csv,1.04457395979889,0.983190236232793,3,0.032998897551235945,-0.0029489177436051502
1.048,0.0355830154134874,1.0,-0.0022863511469526,csv_340.csv,1.045988968137097,0.9826522602273832,3,0.03430938489940445,-0.002417610910364
1.0492,0.0361338092547591,1.0,-0.0023084589605182,csv_341.csv,1.0472755850961737,0.982292517075793,3,0.03574767027603215,-0.0022597712021126502
1.0504,0.0361432245340971,1.0,-0.0020648056728201,csv_342.csv,1.0479497515180582,0.9819959613219964,3,0.03584062033388525,-0.0020703133147041497
1.0516,0.036566746082531,1.0,-0.0024794683657502,csv_343.csv,1.0494007964868306,0.9814918491453384,3,0.0364993707567982,-0.00232193560317885
1.0528,0.0393874948822748,1.0,-0.0028582327444805,csv_344.csv,1.0508576841734727,0.9810469855759808,3,0.03886515435555775,-0.0026746081737329
1.054,0.0399774900526783,1.0,-0.0023948641617852,csv_345.csv,1.0522018774286086,0.9806507191002112,3,0.039826686940240996,-0.0024331133607944
1.0552,0.0411936430376208,1.0,-0.0021069188285628,csv_346.csv,1.0532529650200608,0.9801407719200732,3,0.0407113557101293,-0.0021252335862145004
1.0564,0.0412229817205579,1.0,-0.002079300890205,csv_347.csv,1.0543403759075414,0.9798042678413617,3,0.04124855276330534,-0.00207200414445505
1.0576,0.0433894588945889,1.0,-0.0025421210260928,csv_348.csv,1.0557561765515229,0.9794085574680852,3,0.04300862154454875,-0.00239192163982895
1.0588,0.0442143657547686,1.0,-0.0027259351254907,csv_349.csv,1.0569697607233173,0.978974959141402,3,0.0442687102158377,-0.00259110025031935
1.06,0.0452359088054481,1.0,-0.0026595421633677,csv_350.csv,1.0575006160952514,0.9786627210326562,3,0.0452359088054481,-0.0026595421633677
